"Online.boarding","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Inflight.entertainment","Leg.room.service","Checkin.service","On.board.service","Ease.of.Online.booking","satisfaction"
5,77,4,5,4,0,4,4,0,"neutral or dissatisfied"
4,387,4,5,4,4,4,4,4,"neutral or dissatisfied"
5,618,4,3,4,5,1,3,5,"neutral or dissatisfied"
1,280,1,2,3,5,4,4,1,"neutral or dissatisfied"
3,499,4,2,4,4,4,4,2,"neutral or dissatisfied"
4,489,4,1,4,3,1,4,1,"satisfied"
4,2890,5,5,5,5,4,5,4,"satisfied"
5,2166,1,1,5,5,3,5,4,"satisfied"
4,1721,4,4,2,2,5,4,4,"neutral or dissatisfied"
4,2511,1,1,4,5,4,4,1,"satisfied"
3,2565,3,2,4,1,4,2,3,"neutral or dissatisfied"
3,935,3,3,1,4,5,3,3,"neutral or dissatisfied"
2,1056,2,5,4,4,4,4,2,"neutral or dissatisfied"
3,200,2,4,2,3,2,3,4,"neutral or dissatisfied"
4,631,4,4,4,3,4,4,4,"satisfied"
5,581,4,4,4,4,3,4,4,"satisfied"
4,270,4,4,5,5,3,4,4,"neutral or dissatisfied"
4,2079,5,5,5,5,3,5,4,"satisfied"
1,320,4,4,5,5,4,5,4,"satisfied"
5,1036,3,3,4,4,5,4,3,"satisfied"
4,1542,3,5,4,1,4,3,3,"satisfied"
3,2310,3,1,3,4,4,1,1,"neutral or dissatisfied"
4,356,5,5,5,5,5,5,3,"satisfied"
2,1744,2,2,1,2,3,4,2,"neutral or dissatisfied"
3,1185,1,3,2,1,4,2,1,"neutral or dissatisfied"
1,925,1,5,5,4,3,3,1,"neutral or dissatisfied"
4,1532,4,3,2,3,1,2,4,"neutral or dissatisfied"
3,2032,3,4,3,3,2,3,4,"neutral or dissatisfied"
3,2611,3,3,3,4,3,1,3,"neutral or dissatisfied"
2,255,2,4,1,2,4,1,2,"neutral or dissatisfied"
4,602,4,5,5,2,3,5,4,"satisfied"
5,2686,1,1,4,4,3,4,5,"satisfied"
1,967,1,1,3,5,3,5,1,"neutral or dissatisfied"
2,3057,0,0,4,4,5,4,0,"satisfied"
4,545,3,2,5,3,4,5,3,"neutral or dissatisfied"
4,356,4,4,2,4,5,2,4,"neutral or dissatisfied"
5,414,4,4,4,4,4,4,4,"satisfied"
4,1072,4,5,3,2,5,4,4,"neutral or dissatisfied"
2,3796,1,4,1,2,4,1,3,"neutral or dissatisfied"
3,992,3,5,5,5,4,5,3,"neutral or dissatisfied"
4,222,4,0,2,3,3,4,4,"satisfied"
4,3904,1,1,4,4,5,4,3,"satisfied"
4,2465,1,5,4,3,4,3,2,"neutral or dissatisfied"
1,1726,3,3,3,3,2,3,3,"neutral or dissatisfied"
4,550,4,5,4,3,3,3,5,"neutral or dissatisfied"
5,991,1,5,3,1,4,3,1,"neutral or dissatisfied"
3,978,3,3,4,5,3,1,3,"neutral or dissatisfied"
4,347,4,2,4,1,3,1,4,"satisfied"
2,214,2,0,4,4,5,5,2,"neutral or dissatisfied"
2,711,2,2,2,2,4,1,2,"neutral or dissatisfied"
3,821,3,3,1,3,1,2,3,"neutral or dissatisfied"
1,2865,1,1,4,4,3,4,1,"satisfied"
2,404,2,1,4,4,1,3,2,"neutral or dissatisfied"
2,901,2,1,4,4,4,1,2,"neutral or dissatisfied"
1,247,1,3,5,4,4,4,1,"neutral or dissatisfied"
3,1205,3,3,3,2,3,4,3,"satisfied"
2,204,2,1,2,1,2,2,2,"neutral or dissatisfied"
2,1167,2,4,4,4,3,3,2,"neutral or dissatisfied"
5,1822,5,5,4,5,3,4,2,"satisfied"
4,764,4,4,1,4,5,1,4,"satisfied"
5,2539,1,1,5,5,3,5,1,"satisfied"
4,967,1,1,4,4,5,4,1,"satisfied"
5,1035,2,2,3,3,4,3,2,"satisfied"
4,1068,4,4,4,5,4,1,4,"neutral or dissatisfied"
4,2765,3,3,4,4,3,4,3,"satisfied"
5,633,4,1,4,4,3,4,1,"satisfied"
4,548,4,4,4,1,3,5,4,"neutral or dissatisfied"
1,337,1,1,2,3,4,3,1,"neutral or dissatisfied"
2,2296,2,2,4,5,4,1,2,"neutral or dissatisfied"
4,240,4,5,5,4,4,3,4,"neutral or dissatisfied"
2,337,2,5,5,4,1,3,2,"neutral or dissatisfied"
4,1025,4,4,2,1,1,4,4,"satisfied"
2,589,2,0,5,5,5,3,2,"neutral or dissatisfied"
5,1933,5,5,5,5,5,5,5,"satisfied"
5,3560,5,5,5,4,4,5,5,"satisfied"
0,761,1,4,2,2,5,4,0,"neutral or dissatisfied"
2,2454,2,5,5,5,4,3,2,"neutral or dissatisfied"
2,954,2,2,3,2,1,2,2,"neutral or dissatisfied"
4,302,1,5,1,1,3,1,1,"neutral or dissatisfied"
4,1587,1,1,4,4,5,4,1,"satisfied"
3,1533,5,5,2,5,4,2,5,"satisfied"
5,211,5,0,4,5,3,3,5,"satisfied"
3,2227,2,2,5,5,4,5,2,"satisfied"
1,196,1,1,3,4,3,4,1,"neutral or dissatisfied"
2,2225,4,4,4,4,5,4,4,"satisfied"
3,427,3,3,4,3,4,5,3,"satisfied"
5,484,3,3,5,5,5,5,3,"satisfied"
3,409,1,4,1,1,4,1,4,"neutral or dissatisfied"
4,577,5,5,4,4,5,5,5,"satisfied"
1,189,1,4,2,5,3,3,1,"neutral or dissatisfied"
5,1389,5,5,5,5,3,5,3,"satisfied"
5,411,4,5,4,4,5,4,4,"neutral or dissatisfied"
1,957,1,1,1,3,5,4,1,"neutral or dissatisfied"
2,834,2,4,2,4,3,3,4,"neutral or dissatisfied"
5,312,1,1,5,5,5,5,1,"satisfied"
4,1426,4,4,4,5,3,4,4,"satisfied"
5,1242,3,4,3,5,5,4,4,"satisfied"
5,1174,5,3,5,3,5,5,3,"satisfied"
4,842,5,5,5,5,4,5,5,"satisfied"
4,645,1,2,1,1,4,1,2,"neutral or dissatisfied"
5,954,2,2,5,2,2,4,5,"satisfied"
4,3315,4,4,3,4,4,3,4,"satisfied"
1,714,1,1,5,3,5,3,1,"neutral or dissatisfied"
2,534,2,2,5,5,4,3,2,"neutral or dissatisfied"
3,907,3,3,5,1,1,3,3,"neutral or dissatisfied"
5,3421,1,1,4,4,3,4,1,"satisfied"
5,3152,5,5,5,4,4,4,5,"satisfied"
4,450,3,5,3,4,3,3,4,"neutral or dissatisfied"
2,591,2,1,2,5,2,4,2,"neutral or dissatisfied"
4,1774,5,5,4,3,3,3,5,"satisfied"
1,209,1,2,3,3,4,4,1,"neutral or dissatisfied"
1,639,2,5,5,5,4,3,1,"neutral or dissatisfied"
3,957,3,5,4,2,5,5,3,"neutral or dissatisfied"
5,432,5,5,3,4,3,3,5,"satisfied"
5,3745,2,2,5,5,5,5,2,"satisfied"
3,473,1,4,1,1,2,1,4,"neutral or dissatisfied"
4,3063,3,3,5,5,4,5,2,"satisfied"
3,488,3,5,4,4,5,3,3,"neutral or dissatisfied"
2,550,2,2,2,5,2,1,2,"neutral or dissatisfied"
2,228,2,2,3,3,3,3,2,"neutral or dissatisfied"
5,431,2,2,4,4,4,4,2,"satisfied"
1,359,1,2,1,1,2,3,1,"neutral or dissatisfied"
1,751,2,1,5,5,4,4,1,"neutral or dissatisfied"
2,1372,1,4,1,5,3,2,2,"neutral or dissatisfied"
3,1044,3,3,4,5,3,5,3,"neutral or dissatisfied"
5,1979,3,3,4,4,3,4,3,"satisfied"
4,2559,2,2,4,3,2,1,2,"satisfied"
5,371,4,4,5,5,2,5,3,"satisfied"
5,3591,3,3,4,4,4,4,3,"satisfied"
3,3113,2,1,2,2,4,2,1,"neutral or dissatisfied"
5,630,1,1,3,3,4,3,1,"satisfied"
4,1249,3,4,1,2,4,1,4,"neutral or dissatisfied"
4,1846,2,3,3,4,4,2,1,"neutral or dissatisfied"
5,3914,3,3,5,5,3,5,3,"satisfied"
5,781,4,4,5,4,3,5,4,"satisfied"
3,304,3,0,4,4,2,1,3,"neutral or dissatisfied"
5,2749,0,4,5,5,4,5,0,"satisfied"
2,1711,2,4,2,3,4,2,4,"neutral or dissatisfied"
2,970,1,4,1,1,1,1,4,"neutral or dissatisfied"
4,1516,3,3,5,5,4,5,3,"satisfied"
2,955,2,3,2,3,4,1,2,"neutral or dissatisfied"
1,663,1,0,3,1,3,2,0,"neutral or dissatisfied"
5,2454,3,3,5,5,3,5,3,"satisfied"
5,1107,3,3,4,2,3,4,2,"neutral or dissatisfied"
3,909,3,2,3,2,3,3,3,"neutral or dissatisfied"
1,438,1,5,2,3,4,5,1,"neutral or dissatisfied"
2,1663,5,5,4,4,2,4,5,"satisfied"
3,2446,2,3,2,1,4,4,3,"neutral or dissatisfied"
4,907,4,4,4,5,3,4,4,"satisfied"
0,214,3,3,1,5,1,1,0,"neutral or dissatisfied"
2,1979,2,5,3,3,1,3,2,"neutral or dissatisfied"
2,748,2,3,2,4,5,3,3,"satisfied"
3,349,3,3,5,1,2,1,3,"neutral or dissatisfied"
3,873,4,2,4,4,3,4,2,"neutral or dissatisfied"
1,748,1,5,4,2,5,3,1,"neutral or dissatisfied"
4,1790,0,0,2,2,3,2,0,"satisfied"
3,132,3,0,3,3,4,4,3,"neutral or dissatisfied"
5,1605,5,5,4,4,3,4,5,"satisfied"
4,3398,5,5,3,3,5,3,5,"satisfied"
0,406,0,4,3,5,4,5,0,"satisfied"
5,785,4,4,4,4,5,4,4,"neutral or dissatisfied"
3,954,3,3,3,2,3,3,3,"neutral or dissatisfied"
2,101,2,2,1,1,5,3,2,"neutral or dissatisfied"
2,265,2,3,5,1,5,2,2,"neutral or dissatisfied"
3,997,3,2,1,2,1,1,3,"neutral or dissatisfied"
3,639,3,4,1,2,4,3,3,"neutral or dissatisfied"
4,3347,3,3,4,5,3,4,3,"satisfied"
2,954,2,3,2,2,4,4,3,"neutral or dissatisfied"
4,2823,4,4,4,3,3,4,4,"satisfied"
4,109,4,1,4,4,5,2,1,"satisfied"
4,945,4,4,5,1,1,4,4,"neutral or dissatisfied"
4,657,2,2,4,4,4,4,2,"satisfied"
3,466,3,1,3,1,3,2,5,"neutral or dissatisfied"
4,309,3,4,5,3,4,5,4,"neutral or dissatisfied"
3,337,2,3,2,2,4,2,2,"satisfied"
3,849,3,1,5,1,4,3,3,"neutral or dissatisfied"
3,304,3,3,3,3,5,2,3,"neutral or dissatisfied"
4,1542,3,3,4,5,3,4,3,"satisfied"
1,318,1,5,4,5,3,3,1,"neutral or dissatisfied"
2,406,2,2,5,2,2,2,2,"neutral or dissatisfied"
3,3389,3,4,3,4,1,3,4,"neutral or dissatisfied"
4,752,3,5,3,3,3,3,3,"neutral or dissatisfied"
4,922,3,3,5,4,3,5,4,"satisfied"
4,90,4,4,4,4,4,4,2,"satisfied"
4,675,4,4,5,5,3,5,4,"satisfied"
2,2556,2,1,3,2,1,3,2,"neutral or dissatisfied"
2,906,2,2,1,1,3,3,2,"neutral or dissatisfied"
4,2075,2,2,4,4,5,4,2,"satisfied"
4,3029,1,1,4,1,5,2,1,"satisfied"
3,1050,3,1,5,2,4,5,2,"neutral or dissatisfied"
1,515,1,4,5,2,4,5,1,"neutral or dissatisfied"
4,481,4,2,4,2,3,3,2,"satisfied"
2,919,1,2,1,4,5,3,2,"neutral or dissatisfied"
3,929,3,5,1,5,5,5,3,"neutral or dissatisfied"
2,1598,2,2,2,1,1,1,5,"satisfied"
4,2475,1,1,3,5,4,4,1,"satisfied"
5,1861,4,4,5,4,4,5,4,"satisfied"
1,310,1,2,1,3,2,2,4,"neutral or dissatisfied"
1,290,1,1,2,4,3,5,1,"neutral or dissatisfied"
5,1589,2,2,5,4,5,5,1,"satisfied"
4,270,2,2,4,3,4,3,2,"satisfied"
2,1595,2,2,2,4,3,2,2,"neutral or dissatisfied"
2,1020,2,2,2,3,2,2,2,"neutral or dissatisfied"
0,134,3,0,2,3,2,3,0,"neutral or dissatisfied"
5,1738,3,3,5,5,5,5,3,"satisfied"
4,934,2,1,2,3,3,2,1,"neutral or dissatisfied"
4,109,3,4,3,3,1,3,4,"satisfied"
0,383,0,4,5,4,4,5,0,"satisfied"
2,862,3,2,2,5,5,3,2,"neutral or dissatisfied"
5,1990,5,2,5,3,2,2,2,"satisfied"
3,718,3,3,1,5,1,4,3,"neutral or dissatisfied"
5,2014,3,3,5,5,3,5,3,"satisfied"
3,802,4,3,1,3,3,3,3,"neutral or dissatisfied"
3,849,3,1,5,1,3,3,3,"neutral or dissatisfied"
2,685,2,4,5,5,2,2,2,"neutral or dissatisfied"
4,2456,2,2,4,2,2,4,2,"satisfied"
4,226,1,1,4,4,3,4,1,"satisfied"
4,2607,5,5,4,4,3,4,4,"satisfied"
2,1107,2,5,1,3,3,2,2,"neutral or dissatisfied"
4,190,3,5,1,0,5,1,0,"neutral or dissatisfied"
3,134,5,3,4,5,1,4,5,"satisfied"
5,399,3,4,5,3,4,3,5,"neutral or dissatisfied"
3,229,5,3,5,4,1,5,4,"neutral or dissatisfied"
2,479,2,4,1,2,1,1,4,"satisfied"
4,301,4,0,3,3,1,1,4,"neutral or dissatisfied"
3,838,3,2,5,1,3,3,3,"neutral or dissatisfied"
4,405,4,4,3,3,4,4,4,"neutral or dissatisfied"
3,2586,2,1,2,2,1,2,1,"neutral or dissatisfied"
1,74,4,4,4,4,4,4,4,"satisfied"
4,2048,1,1,2,2,4,2,1,"satisfied"
5,2568,3,3,4,4,3,4,3,"satisfied"
5,406,3,3,2,2,5,2,3,"satisfied"
4,2964,3,3,5,5,4,5,3,"satisfied"
4,1096,3,4,1,5,3,4,4,"neutral or dissatisfied"
3,1609,3,5,3,5,5,4,3,"neutral or dissatisfied"
5,907,3,4,1,3,5,1,3,"neutral or dissatisfied"
4,143,4,5,5,3,4,1,4,"satisfied"
2,282,2,2,3,3,4,3,2,"neutral or dissatisfied"
3,328,3,5,3,3,4,4,5,"neutral or dissatisfied"
3,317,2,4,1,1,1,3,3,"neutral or dissatisfied"
3,1874,3,2,3,4,2,3,3,"neutral or dissatisfied"
5,383,5,0,4,5,5,3,5,"satisfied"
1,1404,1,1,5,5,3,4,1,"neutral or dissatisfied"
3,2475,2,1,2,1,3,4,2,"neutral or dissatisfied"
4,777,4,1,4,2,4,3,1,"neutral or dissatisfied"
3,370,3,0,3,5,1,5,3,"neutral or dissatisfied"
3,3842,4,2,4,3,2,4,2,"neutral or dissatisfied"
3,2794,2,1,2,1,1,2,1,"neutral or dissatisfied"
1,712,1,4,2,5,3,3,1,"neutral or dissatisfied"
3,2744,1,1,2,2,4,2,1,"satisfied"
5,157,5,4,5,5,3,5,5,"satisfied"
2,191,2,3,2,1,5,1,2,"neutral or dissatisfied"
1,417,1,4,3,2,1,1,1,"neutral or dissatisfied"
2,77,2,1,3,5,4,2,4,"neutral or dissatisfied"
5,2975,1,1,5,4,5,5,1,"satisfied"
4,762,4,4,5,4,4,4,4,"neutral or dissatisfied"
4,1386,4,4,2,2,4,3,4,"neutral or dissatisfied"
5,680,5,4,5,3,4,5,4,"satisfied"
3,484,3,0,1,5,4,4,3,"neutral or dissatisfied"
4,861,4,4,5,5,5,5,4,"satisfied"
2,369,5,2,5,5,3,5,5,"satisfied"
4,3919,5,5,4,4,3,4,5,"satisfied"
1,1927,1,1,1,4,3,3,1,"neutral or dissatisfied"
4,862,4,5,4,3,1,4,5,"satisfied"
4,907,4,4,5,3,4,1,4,"neutral or dissatisfied"
3,3382,1,2,1,1,1,1,5,"neutral or dissatisfied"
5,230,5,3,1,4,1,4,5,"satisfied"
3,618,3,4,3,2,4,1,3,"neutral or dissatisfied"
5,834,1,5,5,1,5,5,1,"neutral or dissatisfied"
0,404,0,0,5,4,3,2,0,"satisfied"
4,448,2,2,4,5,3,4,2,"satisfied"
2,1997,4,4,4,4,2,4,4,"satisfied"
1,164,1,3,4,3,2,3,1,"neutral or dissatisfied"
4,1076,4,5,2,5,5,2,5,"neutral or dissatisfied"
5,1822,0,0,2,2,3,2,0,"satisfied"
2,134,2,2,4,5,1,2,2,"neutral or dissatisfied"
3,599,3,3,4,3,3,5,3,"neutral or dissatisfied"
5,2125,1,1,4,4,3,4,1,"satisfied"
1,896,1,2,2,3,3,1,1,"neutral or dissatisfied"
3,634,3,4,5,1,4,3,3,"neutral or dissatisfied"
1,689,1,0,3,3,1,2,0,"neutral or dissatisfied"
4,413,4,3,4,2,1,2,3,"satisfied"
1,356,1,3,1,5,3,4,3,"neutral or dissatisfied"
3,589,3,3,4,1,3,5,3,"neutral or dissatisfied"
3,762,3,4,5,4,5,3,4,"neutral or dissatisfied"
4,1590,1,1,4,4,4,4,1,"satisfied"
3,141,3,5,5,4,3,3,3,"neutral or dissatisfied"
5,993,1,1,5,5,4,5,1,"satisfied"
4,2553,1,1,4,4,4,4,1,"satisfied"
2,842,2,2,4,1,4,3,2,"neutral or dissatisfied"
2,399,2,5,4,4,4,4,2,"neutral or dissatisfied"
0,102,0,4,1,1,3,4,0,"satisfied"
5,483,5,5,5,5,4,5,5,"satisfied"
1,272,1,0,3,1,2,5,0,"neutral or dissatisfied"
4,214,4,4,2,2,3,4,4,"satisfied"
3,1846,3,2,3,3,2,2,2,"neutral or dissatisfied"
2,596,2,3,5,4,1,4,2,"neutral or dissatisfied"
0,744,0,4,2,3,2,1,0,"satisfied"
4,432,5,5,3,3,4,3,5,"satisfied"
5,2540,1,1,5,5,3,5,2,"satisfied"
3,3173,5,5,4,4,5,4,5,"satisfied"
2,895,2,2,4,3,4,4,2,"neutral or dissatisfied"
3,956,3,5,4,5,5,4,3,"neutral or dissatisfied"
4,868,5,1,5,5,2,5,5,"satisfied"
2,1990,2,2,4,5,3,3,2,"neutral or dissatisfied"
5,238,5,5,5,5,3,4,5,"satisfied"
3,2946,3,2,3,3,1,3,4,"neutral or dissatisfied"
5,1067,2,2,5,5,4,5,2,"satisfied"
4,101,4,4,2,3,5,4,4,"neutral or dissatisfied"
5,806,5,2,5,4,3,2,2,"satisfied"
5,2720,2,2,5,5,4,5,2,"satisfied"
1,416,3,5,1,1,2,3,1,"neutral or dissatisfied"
4,304,4,5,2,2,3,3,4,"neutral or dissatisfied"
4,558,2,4,4,2,5,4,2,"neutral or dissatisfied"
3,351,4,1,4,4,3,4,4,"satisfied"
5,370,5,5,5,5,3,5,5,"satisfied"
4,237,4,5,4,4,2,4,3,"satisfied"
4,680,4,4,3,3,4,4,4,"neutral or dissatisfied"
4,486,4,4,5,5,4,5,4,"satisfied"
3,3383,1,5,1,1,3,1,5,"neutral or dissatisfied"
4,404,4,4,4,4,3,4,4,"satisfied"
5,3998,0,0,1,1,5,1,0,"satisfied"
2,368,2,2,4,3,3,4,2,"neutral or dissatisfied"
5,458,4,4,4,4,5,4,4,"satisfied"
4,3331,1,1,4,4,3,4,1,"satisfied"
4,1379,4,5,4,2,4,5,4,"satisfied"
3,563,2,5,4,2,3,5,3,"neutral or dissatisfied"
5,550,1,1,4,4,4,4,1,"satisfied"
4,2448,3,3,4,4,3,4,3,"satisfied"
4,402,5,4,5,5,5,5,5,"satisfied"
3,1400,4,2,4,2,3,4,4,"neutral or dissatisfied"
3,657,3,1,3,5,3,1,3,"neutral or dissatisfied"
3,3648,3,5,3,2,2,3,5,"neutral or dissatisfied"
4,373,3,3,1,4,3,2,4,"neutral or dissatisfied"
4,248,4,4,2,3,3,5,4,"neutral or dissatisfied"
4,334,4,3,4,1,5,3,3,"satisfied"
5,867,5,4,3,5,3,4,5,"satisfied"
2,1249,2,2,4,5,1,1,2,"neutral or dissatisfied"
4,2949,4,4,4,4,2,4,4,"neutral or dissatisfied"
2,331,2,5,4,3,5,4,2,"neutral or dissatisfied"
4,2868,4,4,5,5,3,5,4,"satisfied"
3,1605,5,5,4,4,3,3,5,"satisfied"
4,2032,4,4,4,4,5,4,2,"satisfied"
5,163,4,4,4,4,3,4,4,"satisfied"
2,1609,2,4,3,4,4,3,2,"neutral or dissatisfied"
4,3897,2,2,5,5,4,5,2,"satisfied"
3,571,2,1,2,3,2,1,1,"neutral or dissatisfied"
5,158,0,5,3,3,4,3,0,"satisfied"
4,1925,3,3,4,4,3,4,3,"satisfied"
3,529,3,3,3,3,4,3,4,"neutral or dissatisfied"
3,1290,2,4,2,4,3,5,3,"neutral or dissatisfied"
3,353,2,4,4,5,4,5,3,"neutral or dissatisfied"
5,84,5,2,5,5,4,1,2,"satisfied"
2,248,2,2,5,2,2,3,2,"neutral or dissatisfied"
4,238,2,2,4,5,5,4,2,"satisfied"
5,3315,4,4,5,4,1,2,4,"satisfied"
3,453,3,5,3,5,4,3,3,"neutral or dissatisfied"
1,907,1,4,2,5,5,3,1,"neutral or dissatisfied"
5,1546,5,5,5,5,3,5,5,"satisfied"
5,602,2,2,5,5,5,5,2,"satisfied"
4,2919,2,2,2,2,3,2,2,"satisfied"
1,967,1,4,1,1,3,3,3,"neutral or dissatisfied"
4,758,4,5,4,4,4,3,4,"neutral or dissatisfied"
4,733,4,4,5,5,5,5,2,"satisfied"
5,3784,1,1,5,3,5,3,1,"satisfied"
2,746,2,5,3,5,3,3,2,"neutral or dissatisfied"
2,862,2,5,4,4,3,3,2,"neutral or dissatisfied"
5,3716,5,5,5,2,5,5,5,"satisfied"
4,361,4,4,5,3,3,4,4,"neutral or dissatisfied"
3,2454,4,4,2,2,4,2,4,"satisfied"
3,522,3,5,5,5,3,3,3,"neutral or dissatisfied"
1,544,1,5,3,1,4,2,1,"neutral or dissatisfied"
2,1020,3,0,4,4,3,3,2,"neutral or dissatisfied"
2,544,2,2,4,1,3,1,2,"neutral or dissatisfied"
5,192,0,5,2,2,5,2,1,"satisfied"
2,1897,2,5,2,4,4,4,5,"neutral or dissatisfied"
5,1832,1,1,2,2,4,2,1,"satisfied"
3,1282,3,5,3,3,4,5,3,"neutral or dissatisfied"
2,421,2,2,5,5,4,1,2,"neutral or dissatisfied"
4,602,1,1,4,4,4,4,1,"satisfied"
5,262,5,3,5,5,5,3,3,"satisfied"
4,404,4,3,5,2,4,2,4,"neutral or dissatisfied"
4,1609,2,2,5,2,3,5,2,"satisfied"
3,1404,3,3,4,3,4,3,3,"neutral or dissatisfied"
5,447,5,3,5,2,4,4,3,"satisfied"
3,542,3,5,5,3,4,5,3,"neutral or dissatisfied"
5,516,3,4,5,3,2,5,3,"neutral or dissatisfied"
4,549,4,1,3,1,3,4,4,"neutral or dissatisfied"
4,2756,1,1,4,4,4,4,1,"satisfied"
4,541,5,5,4,4,5,4,5,"satisfied"
1,251,1,4,1,1,2,3,4,"neutral or dissatisfied"
3,271,3,3,4,5,1,4,3,"neutral or dissatisfied"
5,1754,1,1,5,2,4,4,1,"satisfied"
4,1598,3,1,3,5,1,1,4,"satisfied"
4,1426,3,5,2,3,4,2,3,"neutral or dissatisfied"
2,1597,2,1,3,1,2,3,2,"neutral or dissatisfied"
5,528,5,3,5,5,4,3,4,"satisfied"
5,377,5,5,2,5,5,4,5,"satisfied"
4,304,3,1,3,3,3,3,1,"neutral or dissatisfied"
2,541,2,4,2,4,3,4,2,"neutral or dissatisfied"
4,436,4,4,2,2,3,3,4,"neutral or dissatisfied"
4,447,3,3,5,5,3,5,3,"satisfied"
4,338,4,2,4,3,2,3,4,"neutral or dissatisfied"
5,570,5,5,4,4,3,4,5,"satisfied"
2,675,2,4,2,2,5,3,2,"neutral or dissatisfied"
3,377,3,2,5,2,2,2,3,"neutral or dissatisfied"
4,1725,4,3,5,5,3,5,4,"satisfied"
2,922,2,2,2,3,4,2,2,"neutral or dissatisfied"
3,1482,4,1,4,4,1,4,2,"neutral or dissatisfied"
3,842,3,3,4,5,3,1,3,"neutral or dissatisfied"
1,1188,1,4,4,5,5,5,1,"neutral or dissatisfied"
5,3407,5,5,5,5,3,5,5,"satisfied"
5,1709,4,4,5,5,3,5,4,"satisfied"
2,363,4,4,5,4,4,5,4,"satisfied"
4,3993,2,2,5,5,3,5,4,"satisfied"
1,2999,2,2,5,5,2,5,2,"satisfied"
4,500,3,4,4,3,4,4,3,"neutral or dissatisfied"
1,643,1,1,1,5,3,1,1,"neutral or dissatisfied"
5,2586,5,5,5,4,5,4,5,"satisfied"
2,557,2,3,2,4,4,4,2,"neutral or dissatisfied"
4,1011,4,5,1,1,3,5,4,"satisfied"
4,522,1,5,5,5,5,3,4,"neutral or dissatisfied"
4,404,4,2,2,3,4,5,4,"neutral or dissatisfied"
4,335,2,2,2,2,3,2,2,"neutral or dissatisfied"
1,604,4,4,4,4,1,5,4,"satisfied"
3,369,3,4,3,1,3,1,2,"neutral or dissatisfied"
3,954,3,4,4,4,3,3,3,"neutral or dissatisfied"
5,2375,5,5,5,5,5,5,4,"satisfied"
2,358,2,5,3,3,3,3,2,"neutral or dissatisfied"
4,920,4,4,4,2,3,1,4,"neutral or dissatisfied"
3,1334,3,2,3,2,3,3,2,"neutral or dissatisfied"
4,1044,4,4,4,3,1,2,4,"neutral or dissatisfied"
5,425,5,5,5,5,5,5,5,"satisfied"
4,563,5,5,4,5,3,4,5,"satisfied"
3,463,4,0,3,2,4,4,3,"neutral or dissatisfied"
4,450,2,2,4,3,4,2,4,"satisfied"
2,689,2,2,3,3,3,3,2,"neutral or dissatisfied"
5,459,2,4,3,2,5,3,2,"neutral or dissatisfied"
3,373,3,0,1,5,5,3,3,"neutral or dissatisfied"
3,2182,3,2,4,4,2,2,2,"neutral or dissatisfied"
3,594,3,4,5,4,2,3,3,"neutral or dissatisfied"
1,1033,1,3,5,5,1,3,1,"neutral or dissatisfied"
5,852,1,5,3,4,5,4,1,"neutral or dissatisfied"
4,819,4,2,3,4,2,1,4,"neutral or dissatisfied"
0,955,1,0,5,1,4,4,0,"neutral or dissatisfied"
5,191,1,4,1,1,4,1,1,"neutral or dissatisfied"
3,2480,1,5,1,2,3,1,5,"neutral or dissatisfied"
5,1290,1,1,4,4,5,4,1,"satisfied"
4,1069,2,2,4,5,5,4,2,"satisfied"
5,337,1,1,5,5,4,5,1,"satisfied"
1,1171,1,1,3,2,1,3,1,"neutral or dissatisfied"
5,1727,5,5,4,4,3,4,5,"satisfied"
4,1874,5,5,4,4,3,4,5,"satisfied"
5,246,5,4,5,5,4,2,4,"satisfied"
4,413,3,3,3,3,4,3,3,"neutral or dissatisfied"
4,1121,4,4,5,2,3,2,4,"neutral or dissatisfied"
2,919,2,4,4,4,1,2,2,"neutral or dissatisfied"
4,2576,2,2,1,3,4,1,2,"satisfied"
3,867,3,3,2,3,2,1,3,"neutral or dissatisfied"
1,449,1,4,1,1,5,4,1,"neutral or dissatisfied"
4,1619,3,2,4,4,3,4,3,"satisfied"
4,3298,2,2,4,4,3,4,2,"satisfied"
3,259,2,1,3,0,1,3,0,"neutral or dissatisfied"
4,440,4,3,4,5,2,1,1,"neutral or dissatisfied"
4,733,1,1,4,5,5,4,1,"satisfied"
5,3686,2,2,5,2,5,3,2,"satisfied"
3,862,3,5,5,4,5,3,3,"neutral or dissatisfied"
1,479,1,1,1,4,5,5,1,"neutral or dissatisfied"
3,597,3,5,3,2,2,2,4,"neutral or dissatisfied"
4,446,4,4,4,4,4,4,4,"satisfied"
5,620,5,5,5,4,3,2,5,"satisfied"
5,896,5,5,5,4,5,1,4,"satisfied"
4,1635,4,4,4,5,5,3,4,"neutral or dissatisfied"
3,1262,3,1,3,3,4,1,1,"neutral or dissatisfied"
4,356,1,1,4,4,5,4,1,"satisfied"
2,580,2,4,1,4,3,5,2,"neutral or dissatisfied"
3,405,3,4,4,3,2,4,3,"neutral or dissatisfied"
4,971,4,4,4,3,3,4,4,"satisfied"
4,1610,2,2,4,2,4,4,2,"satisfied"
5,332,5,4,5,5,4,5,4,"satisfied"
5,834,5,5,3,5,5,5,5,"satisfied"
0,516,0,0,3,2,1,1,0,"satisfied"
2,1195,2,4,5,2,4,4,2,"neutral or dissatisfied"
5,356,5,5,4,4,5,4,5,"satisfied"
